%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter
1695950865265972797,167,12745000000000,GPS1_Frame,42.338926666666666,-71.08855666666666,33.2,327947.9975449678,4689520.504902951,19,T
1695950866268194538,168,12746000000000,GPS1_Frame,42.338928333333335,-71.08855833333334,33.3,327947.864787573,4689520.693346073,19,T
1695950867288262329,169,12747000000000,GPS1_Frame,42.338926666666666,-71.08856,33.3,327947.7229387469,4689520.511647846,19,T
1695950868266415250,170,12748000000000,GPS1_Frame,42.338926666666666,-71.08856,33.2,327947.7229387469,4689520.511647846,19,T
1695950869282299624,171,12749000000000,GPS1_Frame,42.338928333333335,-71.08855833333334,33.3,327947.864787573,4689520.693346073,19,T
1695950870286350349,172,12750000000000,GPS1_Frame,42.338928333333335,-71.088555,33.2,327948.13939378655,4689520.686601184,19,T
1695950871286649536,173,12751000000000,GPS1_Frame,42.338928333333335,-71.08855333333334,33.1,327948.2766968923,4689520.683228744,19,T
1695950872285861667,174,12752000000000,GPS1_Frame,42.33893,-71.08855,33.0,327948.5558488065,4689520.861554548,19,T
1695950873266419630,175,12753000000000,GPS1_Frame,42.33893166666667,-71.088545,33.0,327948.9723038026,4689521.036507935,19,T
1695950874286702856,176,12754000000000,GPS1_Frame,42.33893166666667,-71.08854333333333,32.9,327949.10960690095,4689521.033135511,19,T
1695950875265380259,177,12755000000000,GPS1_Frame,42.33893166666667,-71.08854,32.9,327949.3842130998,4689521.026390671,19,T
1695950876286161419,178,12756000000000,GPS1_Frame,42.33893,-71.088535,32.8,327949.7915767308,4689520.831202756,19,T
1695950877286571642,179,12757000000000,GPS1_Frame,42.33893333333333,-71.08853,32.8,327950.21257734916,4689521.19122689,19,T
1695950878287161553,180,12758000000000,GPS1_Frame,42.33893666666667,-71.08852666666667,32.7,327950.49627483706,4689521.5546234455,19,T
1695950879289171955,181,12759000000000,GPS1_Frame,42.33893833333333,-71.08852166666667,32.7,327950.91272974084,4689521.729576945,19,T
1695950880268269948,182,12800000000000,GPS1_Frame,42.33894166666666,-71.08851833333334,32.6,327951.1964271694,4689522.092973526,19,T
1695950881288818141,183,12801000000000,GPS1_Frame,42.338945,-71.08851666666666,32.4,327951.3428215023,4689522.459742497,19,T
1695950882291004398,184,12802000000000,GPS1_Frame,42.33895166666667,-71.08851666666666,32.4,327951.3610040131,4689523.200025198,19,T
1695950883289443401,185,12803000000000,GPS1_Frame,42.33895166666667,-71.08851833333334,32.3,327951.22370095644,4689523.2033975795,19,T
1695950884268812612,186,12804000000000,GPS1_Frame,42.338953333333336,-71.08851666666666,32.1,327951.3655496412,4689523.385095875,19,T
1695950885268666771,187,12805000000000,GPS1_Frame,42.33895666666667,-71.088515,31.9,327951.5119439414,4689523.751864848,19,T
1695950886268514875,188,12806000000000,GPS1_Frame,42.33896,-71.088515,31.7,327951.52103519125,4689524.1220062,19,T
1695950887269284591,189,12807000000000,GPS1_Frame,42.338965,-71.08851166666666,31.6,327951.8092781203,4689524.67047348,19,T
1695950888290010877,190,12808000000000,GPS1_Frame,42.338968333333334,-71.08851,31.5,327951.9556723753,4689525.037242462,19,T
1695950889289181901,191,12809000000000,GPS1_Frame,42.338971666666666,-71.08850666666666,31.3,327952.2393696294,4689525.40063908,19,T
1695950890268501508,192,12810000000000,GPS1_Frame,42.338973333333335,-71.0885,31.2,327952.79312727065,4689525.572220323,19,T
1695950891268612986,193,12811000000000,GPS1_Frame,42.338973333333335,-71.08849166666667,30.8,327953.4796423088,4689525.5553585915,19,T
1695950892268181256,194,12812000000000,GPS1_Frame,42.338971666666666,-71.08848166666667,30.7,327954.29891480424,4689525.350053925,19,T
1695950893267488466,195,12813000000000,GPS1_Frame,42.33897,-71.08847666666666,30.6,327954.70627829805,4689525.154866292,19,T
1695950894266151815,196,12814000000000,GPS1_Frame,42.338965,-71.08847166666666,30.4,327955.104550749,4689524.589537331,19,T
1695950895265707292,197,12815000000000,GPS1_Frame,42.33896333333333,-71.08846166666666,30.2,327955.9238233947,4689524.384232859,19,T
1695950896266021840,198,12816000000000,GPS1_Frame,42.338965,-71.08845833333334,30.2,327956.20297495404,4689524.562558958,19,T
1695950897266481089,199,12817000000000,GPS1_Frame,42.338966666666664,-71.088455,30.0,327956.48212650314,4689524.740885068,19,T
1695950898267151040,200,12818000000000,GPS1_Frame,42.33897,-71.08845,29.9,327956.9031265378,4689525.100909591,19,T
1695950899268246947,201,12819000000000,GPS1_Frame,42.338973333333335,-71.088445,29.8,327957.3241265293,4689525.460934137,19,T
1695950900268166436,202,12820000000000,GPS1_Frame,42.338973333333335,-71.08844166666667,29.4,327957.5987325449,4689525.454189614,19,T
1695950901268388085,203,12821000000000,GPS1_Frame,42.33897666666667,-71.08844,29.2,327957.7451264777,4689525.820958707,19,T
1695950902269059853,204,12822000000000,GPS1_Frame,42.33898166666667,-71.08844,29.1,327957.7587628677,4689526.376170734,19,T
1695950903268641688,205,12823000000000,GPS1_Frame,42.33898666666666,-71.08843666666667,28.9,327958.0470052166,4689526.924638254,19,T
1695950904268224857,206,12824000000000,GPS1_Frame,42.33898833333333,-71.088435,28.6,327958.18885364744,4689527.10633668,19,T
1695950905269026896,207,12825000000000,GPS1_Frame,42.338995,-71.08843166666666,28.4,327958.4816413849,4689527.8398748925,19,T
1695950906268923735,208,12826000000000,GPS1_Frame,42.339,-71.08843166666666,28.2,327958.4952777253,4689528.395086924,19,T
