%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.indicator,field.utm_easting,field.utm_northing,field.zone,field.letter
1697041203846193501,154,58798000000000,GPS1_Frame,42.33736801147461,-71.05269622802734,1.4093199968338013,4.0,6693.7431640625,46742.88671875,42.0,T
1697041204888191293,155,58799000000000,GPS1_Frame,42.337371826171875,-71.05270385742188,1.4055399894714355,5.0,6693.74462890625,46742.88671875,42.0,T
1697041205920134183,156,58800000000000,GPS1_Frame,42.337371826171875,-71.05270385742188,1.4019700288772583,5.0,6693.7451171875,46742.890625,42.0,T
1697041206953042569,157,58801000000000,GPS1_Frame,42.337371826171875,-71.05270385742188,1.3981800079345703,5.0,6693.74609375,46742.890625,42.0,T
1697041207986515088,158,58802000000000,GPS1_Frame,42.33737564086914,-71.05270385742188,1.3941400051116943,5.0,6693.74658203125,46742.890625,42.0,T
1697041209018763236,159,58803000000000,GPS1_Frame,42.33737564086914,-71.0527114868164,1.3904000520706177,5.0,6693.74755859375,46742.89453125,42.0,T
1697041210051110576,160,58804000000000,GPS1_Frame,42.337379455566406,-71.0527114868164,1.3859200477600098,5.0,6693.74853515625,46742.89453125,42.0,T
1697041211083049595,161,58805000000000,GPS1_Frame,42.33738327026367,-71.0527114868164,1.381119966506958,4.0,6693.75,46742.89453125,42.0,T
1697041212115904792,162,58806000000000,GPS1_Frame,42.33738327026367,-71.0527114868164,1.375499963760376,4.0,6693.75,46742.8984375,42.0,T
1697041213151885779,163,58807000000000,GPS1_Frame,42.33738708496094,-71.05271911621094,1.3723000288009644,5.0,6693.7509765625,46742.8984375,42.0,T
1697041214185902592,164,58808000000000,GPS1_Frame,42.33738708496094,-71.05271911621094,1.3655099868774414,4.0,6693.75244140625,46742.90234375,42.0,T
1697041215227873184,165,58809000000000,GPS1_Frame,42.3373908996582,-71.05271911621094,1.3624399900436401,5.0,6693.7529296875,46742.90234375,42.0,T
1697041216260172370,166,58810000000000,GPS1_Frame,42.33739471435547,-71.05272674560547,1.355049967765808,4.0,6693.75439453125,46742.90625,42.0,T
1697041217293369334,167,58811000000000,GPS1_Frame,42.337398529052734,-71.05272674560547,1.351930022239685,5.0,6693.75537109375,46742.90625,42.0,T
1697041218325940558,168,58812000000000,GPS1_Frame,42.337398529052734,-71.05272674560547,1.3475099802017212,5.0,6693.75634765625,46742.90625,42.0,T
1697041219359422910,169,58813000000000,GPS1_Frame,42.33740234375,-71.05272674560547,1.3419300317764282,5.0,6693.75732421875,46742.91015625,42.0,T
1697041220402065274,170,58814000000000,GPS1_Frame,42.337406158447266,-71.052734375,1.3374700546264648,5.0,6693.75830078125,46742.91015625,42.0,T
1697041221434580506,171,58815000000000,GPS1_Frame,42.337406158447266,-71.052734375,1.3362699747085571,5.0,6693.7578125,46742.9140625,42.0,T
1697041222468002611,172,58816000000000,GPS1_Frame,42.33740997314453,-71.052734375,1.3332699537277222,4.0,6693.7578125,46742.9140625,42.0,T
1697041223501577695,173,58817000000000,GPS1_Frame,42.3374137878418,-71.052734375,1.3304599523544312,5.0,6693.7587890625,46742.91796875,42.0,T
1697041224534218444,174,58818000000000,GPS1_Frame,42.33741760253906,-71.052734375,1.3241900205612183,5.0,6693.76025390625,46742.91796875,42.0,T
1697041225576089719,175,58819000000000,GPS1_Frame,42.33742141723633,-71.05274200439453,1.3178499937057495,5.0,6693.76171875,46742.921875,42.0,T
1697041226609761412,176,58820000000000,GPS1_Frame,42.337425231933594,-71.05274200439453,1.311329960823059,5.0,6693.76318359375,46742.92578125,42.0,T
1697041227642709601,177,58821000000000,GPS1_Frame,42.33742904663086,-71.05274200439453,1.3045300245285034,4.0,6693.76416015625,46742.92578125,42.0,T
1697041228676175686,178,58822000000000,GPS1_Frame,42.337432861328125,-71.05274963378906,1.297860026359558,5.0,6693.76611328125,46742.9296875,42.0,T
1697041229710488845,179,58823000000000,GPS1_Frame,42.33743667602539,-71.05274963378906,1.2912800312042236,5.0,6693.767578125,46742.93359375,42.0,T
1697041230743731708,180,58824000000000,GPS1_Frame,42.337440490722656,-71.0527572631836,1.2838000059127808,4.0,6693.76904296875,46742.93359375,42.0,T
1697041231776730097,181,58825000000000,GPS1_Frame,42.33744430541992,-71.0527572631836,1.2789000272750854,4.0,6693.77099609375,46742.9375,42.0,T
